iter	Passed	Remaining
1672	18745	3664
1673	18755	3652
1674	18766	3641
1675	18776	3629
1676	18786	3618
1677	18797	3607
1678	18809	3596
1679	18819	3584
1680	18831	3573
1681	18840	3562
1682	18851	3550
1683	18861	3539
1684	18871	3527
1685	18881	3516
1686	18891	3505
1687	18901	3493
1688	18911	3482
1689	18921	3470
1690	18932	3459
1691	18942	3448
1692	18957	3437
1693	18967	3426
1694	18976	3414
1695	18986	3403
1696	18996	3391
1697	19009	3380
1698	19020	3369
1699	19032	3358
1700	19042	3347
1701	19052	3335
1702	19063	3324
1703	19073	3313
1704	19085	3302
1705	19096	3290
1706	19106	3279
1707	19116	3268
1708	19126	3256
1709	19136	3245
1710	19146	3233
1711	19157	3222
1712	19166	3211
1713	19177	3199
1714	19186	3188
1715	19197	3177
1716	19207	3165
1717	19216	3154
1718	19226	3142
1719	19235	3131
1720	19245	3120
1721	19257	3108
1722	19268	3097
1723	19278	3086
1724	19290	3075
1725	19300	3063
1726	19310	3052
1727	19320	3041
1728	19330	3029
1729	19339	3018
1730	19349	3006
1731	19359	2995
1732	19369	2984
1733	19379	2972
1734	19390	2961
1735	19400	2950
1736	19410	2938
1737	19420	2927
1738	19430	2916
1739	19440	2904
1740	19450	2893
1741	19460	2882
1742	19470	2870
1743	19481	2859
1744	19492	2848
1745	19503	2837
1746	19516	2826
1747	19527	2815
1748	19537	2803
1749	19548	2792
1750	19561	2781
1751	19570	2770
1752	19581	2759
1753	19591	2747
1754	19601	2736
1755	19612	2725
1756	19622	2713
1757	19633	2702
1758	19642	2691
1759	19652	2679
1760	19661	2668
1761	19672	2657
1762	19682	2645
1763	19692	2634
1764	19703	2623
1765	19713	2612
1766	19724	2600
1767	19734	2589
1768	19744	2578
1769	19754	2566
1770	19764	2555
1771	19774	2544
1772	19785	2533
1773	19795	2521
1774	19804	2510
1775	19814	2499
1776	19825	2487
1777	19834	2476
1778	19845	2465
1779	19855	2454
1780	19865	2442
1781	19876	2431
1782	19885	2420
1783	19895	2408
1784	19906	2397
1785	19916	2386
1786	19927	2375
1787	19937	2363
1788	19946	2352
1789	19957	2341
1790	19968	2330
1791	19979	2319
1792	19990	2307
1793	20003	2296
1794	20014	2285
1795	20024	2274
1796	20035	2263
1797	20045	2252
1798	20059	2241
1799	20071	2230
1800	20081	2218
1801	20090	2207
1802	20101	2196
1803	20118	2185
1804	20130	2174
1805	20143	2163
1806	20152	2152
1807	20164	2141
1808	20176	2130
1809	20188	2119
1810	20199	2108
1811	20211	2097
1812	20228	2086
1813	20247	2076
1814	20271	2066
1815	20284	2055
1816	20295	2044
1817	20306	2032
1818	20316	2021
1819	20324	2010
1820	20335	1998
1821	20345	1987
1822	20356	1976
1823	20366	1965
1824	20376	1953
1825	20386	1942
1826	20396	1931
1827	20406	1920
1828	20417	1908
1829	20427	1897
1830	20436	1886
1831	20446	1875
1832	20456	1863
1833	20468	1852
1834	20482	1841
1835	20492	1830
1836	20502	1819
1837	20512	1807
1838	20522	1796
1839	20532	1785
1840	20543	1774
1841	20555	1763
1842	20566	1752
1843	20577	1740
1844	20587	1729
1845	20596	1718
1846	20607	1707
1847	20617	1695
1848	20632	1684
1849	20641	1673
1850	20651	1662
1851	20661	1651
1852	20671	1639
1853	20679	1628
1854	20689	1617
1855	20698	1605
1856	20708	1594
1857	20718	1583
1858	20728	1572
1859	20739	1561
1860	20747	1549
1861	20755	1538
1862	20765	1527
1863	20774	1515
1864	20784	1504
1865	20795	1493
1866	20805	1482
1867	20814	1470
1868	20822	1459
1869	20832	1448
1870	20843	1437
1871	20851	1425
1872	20860	1414
1873	20868	1403
1874	20877	1391
1875	20887	1380
1876	20896	1369
1877	20906	1358
1878	20914	1346
1879	20922	1335
1880	20932	1324
1881	20941	1312
1882	20950	1301
1883	20960	1290
1884	20970	1279
1885	20983	1268
1886	20995	1257
1887	21007	1246
1888	21016	1234
1889	21027	1223
1890	21035	1212
1891	21045	1201
1892	21055	1190
1893	21065	1178
1894	21075	1167
1895	21085	1156
1896	21094	1145
1897	21104	1134
1898	21113	1122
1899	21124	1111
1900	21134	1100
1901	21143	1089
1902	21152	1078
1903	21163	1067
1904	21173	1055
1905	21182	1044
1906	21192	1033
1907	21206	1022
1908	21222	1011
1909	21236	1000
1910	21247	989
1911	21257	978
1912	21267	967
1913	21277	956
1914	21288	944
1915	21299	933
1916	21309	922
1917	21317	911
1918	21327	900
1919	21337	889
1920	21347	877
1921	21357	866
1922	21368	855
1923	21379	844
1924	21389	833
1925	21397	822
1926	21407	810
1927	21416	799
1928	21426	788
1929	21437	777
1930	21447	766
1931	21458	755
1932	21471	744
1933	21480	733
1934	21489	721
1935	21499	710
1936	21510	699
1937	21519	688
1938	21530	677
1939	21542	666
1940	21554	655
1941	21564	644
1942	21573	632
1943	21583	621
1944	21591	610
1945	21600	599
1946	21610	588
1947	21620	577
1948	21630	566
1949	21641	554
1950	21651	543
1951	21661	532
1952	21672	521
1953	21682	510
1954	21693	499
1955	21703	488
1956	21712	477
1957	21720	465
1958	21731	454
1959	21739	443
1960	21748	432
1961	21759	421
1962	21769	410
1963	21779	399
1964	21788	388
1965	21799	376
1966	21808	365
1967	21819	354
1968	21829	343
1969	21839	332
1970	21852	321
1971	21862	310
1972	21872	299
1973	21881	288
1974	21891	277
1975	21902	266
1976	21912	254
1977	21922	243
1978	21932	232
1979	21944	221
1980	21956	210
1981	21970	199
1982	21984	188
1983	21998	177
1984	22010	166
1985	22019	155
1986	22034	144
1987	22047	133
1988	22059	122
1989	22071	110
1990	22082	99
1991	22094	88
1992	22104	77
1993	22115	66
1994	22124	55
1995	22134	44
1996	22147	33
1997	22158	22
1998	22169	11
1999	22180	0
